"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1078170","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1086683","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1112736","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1168779","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1200021","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1245907","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1297580","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1338030","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1378186","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1423404","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1479473","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1545758","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1613495","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1673311","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1720399","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1682774","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1767160","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1813380","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1855935","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1886175","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1925514","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1930878","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1939769","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2003482","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2057995","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2082110","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1996456","","","","0"


